indicative_duration,location,mo1_gender,gender_no,mo2_age,mo3_education,mo4_madrassa,mo5_monthly_income,mo6_local_influence,mo7_basis_for_local_influence,mo8_current_occupation,ms1_impact,ms2_size_of_bribe,ms3_type_of_abuse,ms4_service_with_worst_problem,pd,selected_cohort,stone_name,surveyor,latitude,longitude
28,Kabul PD11 - Prozhe (5) Khair khana,Male,2,26 - 35,Vocational training after Secondary / High School,"Yes, some","10,001 - 15,000 AFN",No,,Professional / Manager,Extreme impact,"10,000 Afs",Delay of service,Obtaining a judgement,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.59366038,69.12640374
42,Kabul PD11 - Prozhe (5) Khair khana,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,Yes,None of the above,Other,Strong impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.59568799,69.12605171
32,Kabul PD11 - Prozhe (5) Khair khana,Male,2,Up to 25,Vocational training after Secondary / High School,"Yes, some",I prefer not to say,No,None of the above,Other,Extreme impact,No payment made,Delay of service,Tashkera,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.59568799,69.12605171
23,Kabul PD11 - Prozhe (5) Khair khana,Male,2,46 - 55,Primary education,"Yes, on a regular basis",6001 - 8000 AFN,No,None of the above,Other,Extreme impact,100 Afs,Delay of service,Tashkera,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.59568799,69.12605171
37,Kabul PD11 - Prozhe (5) Khair khana,Male,2,26 - 35,I do not have any formal education,No,"8001 - 10,000 AFN",No,None of the above,Paid worker in any sector,Extreme impact,"1,000 Afs",Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.59568799,69.12605171
29,Kabul PD11 - Shahrak (212) Family,Male,2,36 - 45,University or post-graduate education,"Yes, some","10,001 - 15,000 AFN",No,,Professional / Manager,Extreme impact,"100,000 Afs",Payment of money,Obtaining a judgement,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.57267646,69.12591149
39,Kabul PD11 - Shahrak (212) Family,Male,2,56 and older,University or post-graduate education,"Yes, some",4001 - 6000 AFN,No,Selected or elected representative (past or present),Member of Shura or CDC,Strong impact,No payment made,Refusal of service,Tashkera,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.57267646,69.12591149
29,Kabul PD11 - Shahrak (212) Family,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,,"Unemployed, unpaid worker or retired",Strong impact,"10,000 Afs",Delay of service,Driver license,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.57267646,69.12591149
12,Kabul PD11 - Hase Awal Khair Khana,Male,2,36 - 45,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,Religious Leader,"Unemployed, unpaid worker or retired",Moderate impact,"10,000 Afs",Payment of money,Other,PD11,31,Placeholder,Tablet 17 - Fatima (Kabul),34.56669675,69.12573844
,Kabul PD11 - Hase Awal dah Kipak,Male,2,36 - 45,Secondary education / High School / Institute,"Yes, some","20,001 - 25,000 AFN",No,,Other,Extreme impact,"1,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.58389175,69.1249828
22,Kabul PD11 - Sar e tapa Appartments,Male,2,36 - 45,Primary education,"Yes, on a regular basis",4001 - 6000 AFN,No,,Other,Moderate impact,No payment made,Delay of service,Driver license,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.58389175,69.1249828
28,Kabul PD11 - Shahrak (212) Family,Male,2,26 - 35,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,None of the above,Other,Extreme impact,"10,000 Afs",Delay of service,Obtaining a judgement,PD11,31,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57273283,69.12495355
42,Kabul PD11 - Shahrak (212) Family,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,None of the above,Other,Extreme impact,No payment made,Delay of service,Filing a case with the courts,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57273283,69.12495355
21,Kabul PD11 - Shahrak (212) Family,Male,2,Up to 25,University or post-graduate education,"Yes, some","10,001 - 15,000 AFN",No,None of the above,Other,Extreme impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57273283,69.12495355
30,Kabul PD11 - Shahrak (212) Family,Male,2,36 - 45,Primary education,"Yes, some",I prefer not to say,No,None of the above,Other,Extreme impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57273283,69.12495355
51,Kabul PD11 - Shahrak (212) Family,Male,2,46 - 55,Primary education,"Yes, some",I prefer not to say,Yes,Landowner (with paid workers or tenants),Other,Extreme impact,"10,000 Afs",Delay of service,Obtaining a judgement,PD11,34,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57273283,69.12495355
36,Kabul PD11 - Hase Awal Khair Khana,Male,2,46 - 55,Secondary education / High School / Institute,No,6001 - 8000 AFN,No,,Other,Strong impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.5684257,69.1247773
46,Kabul PD11 - Prozhe (5) Khair khana,Male,2,26 - 35,University or post-graduate education,"Yes, some",6001 - 8000 AFN,No,,Professional / Manager,Extreme impact,"10,000 Afs",Delay of service,Driver license,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.59558391,69.12454322
33,Kabul PD11 - Prozhe (5) Khair khana,Male,2,46 - 55,Primary education,"Yes, some",4001 - 6000 AFN,No,,Professional / Manager,Moderate impact,No payment made,Delay of service,Obtaining a judgement,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.59558391,69.12454322
27,Kabul PD11 - Prozhe (5) Khair khana,Male,2,26 - 35,University or post-graduate education,"Yes, some",I prefer not to say,No,,"Unemployed, unpaid worker or retired",Strong impact,"1,000 Afs",Delay of service,Obtaining a judgement,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.59558391,69.12454322
18,Kabul PD11 - Prozhe (5) Khair khana,Male,2,26 - 35,Secondary education / High School / Institute,"Yes, some","8001 - 10,000 AFN",No,,Professional / Manager,Strong impact,"1,000 Afs",Refusal of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.59558391,69.12454322
,Kabul PD11 - Prozhe Naw Abad,Male,2,26 - 35,Secondary education / High School / Institute,"Yes, some","15,001 - 20,000 AFN",No,,Professional / Manager,Moderate impact,100 Afs,Delay of service,Vehicle registration,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.58891553,69.12423444
23,Kabul PD11 - Prozhe Naw Abad,Male,2,36 - 45,Primary education,"Yes, some",6001 - 8000 AFN,No,None of the above,Paid worker in any sector,Moderate impact,No payment made,Delay of service,Tashkera,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.5483037,69.12344573
,Kabul PD11 - Sar e tapa Appartments,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,None of the above,Other,Strong impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.5483037,69.12344573
36,Kabul PD11 - Prozhe Naw Abad,Male,2,36 - 45,Secondary education / High School / Institute,No,6001 - 8000 AFN,No,None of the above,Paid worker in any sector,Strong impact,No payment made,Delay of service,Other,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.5483037,69.12344573
21,Kabul PD11 - Hase Awal dah Kipak,Male,2,36 - 45,I do not have any formal education,No,6001 - 8000 AFN,No,None of the above,Other,Strong impact,No payment made,Refusal of service,Tashkera,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.5483037,69.12344573
23,Kabul PD11 - Prozhe Naw Abad,Male,2,26 - 35,Primary education,"Yes, some",I prefer not to say,No,None of the above,Other,Extreme impact,No payment made,Delay of service,Driver license,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.5483037,69.12344573
34,Kabul PD11 - Sar e tapa Appartments,Male,2,26 - 35,Primary education,"Yes, some","8001 - 10,000 AFN",No,,Paid worker in any sector,Extreme impact,"10,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.58377617,69.12336569
18,Kabul PD11 - Sar e tapa Appartments,Male,2,26 - 35,University or post-graduate education,"Yes, some",I prefer not to say,No,,"Unemployed, unpaid worker or retired",Extreme impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.58377617,69.12336569
35,Kabul PD11 - Sar e tapa Appartments,Male,2,56 and older,Secondary education / High School / Institute,"Yes, some",I prefer not to say,Yes,Selected or elected representative (past or present),"Unemployed, unpaid worker or retired",Extreme impact,"10,000 Afs",Payment of money,Obtaining a judgement,PD11,34,Placeholder,Tablet 14 - Najeebullah (Kabul),34.58377617,69.12336569
,Kabul PD11 - Hase Awal dah Kipak,Male,2,36 - 45,Primary education,No,"8001 - 10,000 AFN",No,,Other,Extreme impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.58226397,69.123319
26,Kabul PD11 - Sar e tapa Appartments,Male,2,Up to 25,University or post-graduate education,"Yes, some",2000 - 4000 AFN,No,None of the above,Other,Moderate impact,No payment made,Delay of service,Filing a case with the courts,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.58260985,69.12293815
27,Kabul PD11 - Sar e tapa Appartments,Male,2,36 - 45,Primary education,No,I prefer not to say,No,None of the above,Paid worker in any sector,Strong impact,No payment made,Delay of service,Obtaining a judgement,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.58260985,69.12293815
33,Kabul PD11 - Sar e tapa Appartments,Male,2,26 - 35,Primary education,No,6001 - 8000 AFN,No,None of the above,Other,Strong impact,No payment made,Delay of service,Other,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.58260985,69.12293815
43,Kabul PD11 - Sar e tapa Appartments,Male,2,26 - 35,I do not have any formal education,"Yes, some",I prefer not to say,No,None of the above,Other,Extreme impact,No payment made,Delay of service,Filing a case with the courts,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.58260985,69.12293815
9,Kabul PD11 - Hase Awal Khair Khana,Male,2,Up to 25,Secondary education / High School / Institute,No,4001 - 6000 AFN,No,,Other,Extreme impact,"10,000 Afs",Payment of money,Tashkera,PD11,,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.57246187,69.12261251
,Kabul PD11 - Sare Kotal Khair khana,Male,2,26 - 35,Primary education,"Yes, some","10,001 - 15,000 AFN",No,,Professional / Manager,Strong impact,No payment made,Delay of service,Obtaining a judgement,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.56656188,69.12246795
10,Kabul PD11 - Hase Awal dah Kipak,Male,2,26 - 35,Primary education,No,"10,001 - 15,000 AFN",No,,Paid worker in any sector,Extreme impact,"1,000 Afs",Payment of money,Tashkera,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.54698939,69.12236103
30,Kabul PD11 - (500) Family,Male,2,56 and older,Vocational training after Secondary / High School,"Yes, some",6001 - 8000 AFN,Yes,"Respected professional (e.g. Educational, Medical, Technical)",Member of Shura or CDC,Moderate impact,No payment made,Refusal of service,Other,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57002797,69.12173852
24,Kabul PD11 - (500) Family,Male,2,26 - 35,Vocational training after Secondary / High School,"Yes, on a regular basis",I prefer not to say,No,None of the above,"Unemployed, unpaid worker or retired",Strong impact,100 Afs,Delay of service,Tashkera,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57002797,69.12173852
36,Kabul PD11 - (500) Family,Male,2,56 and older,University or post-graduate education,No,4001 - 6000 AFN,No,None of the above,Other,Strong impact,"1,000 Afs",Delay of service,Obtaining a judgement,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57002797,69.12173852
40,Kabul PD11 - (500) Family,Male,2,26 - 35,University or post-graduate education,"Yes, some",I prefer not to say,No,None of the above,"Unemployed, unpaid worker or retired",Extreme impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57002797,69.12173852
18,Kabul PD11 - Hase Awal dah Kipak,Male,2,Up to 25,University or post-graduate education,"Yes, some",I prefer not to say,No,None of the above,Other,Extreme impact,"10,000 Afs",Delay of service,Driver license,PD11,31,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.5469618,69.12153864
28,Kabul PD11 - Hase Awal dah Kipak,Male,2,Up to 25,Vocational training after Secondary / High School,"Yes, some",I prefer not to say,No,None of the above,Other,Extreme impact,"10,000 Afs",Delay of service,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.5469618,69.12153864
27,Kabul PD11 - Hase Awal dah Kipak,Male,2,26 - 35,Vocational training after Secondary / High School,No,6001 - 8000 AFN,No,None of the above,Police,Strong impact,No payment made,Delay of service,Other,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.5469618,69.12153864
41,Kabul PD11 - Hase Awal dah Kipak,Male,2,36 - 45,I do not have any formal education,"Yes, some",I prefer not to say,No,None of the above,Paid worker in any sector,Extreme impact,"10,000 Afs",Delay of service,Filing a case with the courts,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.5469618,69.12153864
10,Kabul PD11 - Hase Awal Khair Khana,Male,2,Up to 25,University or post-graduate education,No,I prefer not to say,Yes,Selected or elected representative (past or present),Other,Strong impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,34,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.56852017,69.12151529
31,Kabul PD11 - Hase Awal Khair Khana,Male,2,Up to 25,Primary education,"Yes, some",4001 - 6000 AFN,No,,Professional / Manager,Strong impact,"1,000 Afs",Payment of money,Filing a case with the courts,PD11,31,Placeholder,Tablet 13 - Mukhlis (Kabul),34.56889297,69.12138273
14,Kabul PD11 - Hase Awal Khair Khana,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some","10,001 - 15,000 AFN",No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 13 - Mukhlis (Kabul),34.56889297,69.12138273
15,Kabul PD11 - Hase Awal Khair Khana,Male,2,Up to 25,University or post-graduate education,"Yes, some","15,001 - 20,000 AFN",No,,Professional / Manager,Strong impact,"1,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.56889297,69.12138273
41,Kabul PD11 - Hase Awal Khair Khana,Male,2,Up to 25,University or post-graduate education,"Yes, some","8001 - 10,000 AFN",No,,Other,Strong impact,"10,000 Afs",Delay of service,Driver license,PD11,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.56889297,69.12138273
11,Kabul PD11 - Hase Awal Khair Khana,Male,2,Up to 25,University or post-graduate education,"Yes, some","10,001 - 15,000 AFN",Yes,Selected or elected representative (past or present),Other,Strong impact,"1,000 Afs",Payment of money,Other,PD11,34,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.57017971,69.12130326
,Kabul PD11 - Sar e tapa Appartments,Male,2,56 and older,Vocational training after Secondary / High School,"Yes, some",4001 - 6000 AFN,No,,"Unemployed, unpaid worker or retired",Moderate impact,No payment made,Delay of service,Obtaining a judgement,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.54811044,69.12129285
23,Kabul PD11 - Hase Awal Khair Khana,Male,2,Up to 25,I do not have any formal education,No,6001 - 8000 AFN,No,,Other,Strong impact,"100,000 Afs",Payment of money,Tashkera,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.56853974,69.12128128
8,Kabul PD11 - Hase Awal Khair Khana,Male,2,Up to 25,University or post-graduate education,No,I prefer not to say,No,,Other,Strong impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 07 - Shakira (Kabul),34.56919008,69.12128023
21,Kabul PD11 - Hase Awal Khair Khana,Male,2,46 - 55,Secondary education / High School / Institute,"Yes, some",4001 - 6000 AFN,No,None of the above,Professional / Manager,Extreme impact,No payment made,Refusal of service,Tashkera,PD11,,Placeholder,Tablet 15 - Lutfullah (Kabul),34.57266426,69.12106765
,Kabul PD11 - Sare Kotal Khair khana,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some","25,001 - 40,000 AFN",No,,Professional / Manager,Strong impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,32,Placeholder,Tablet 20 - Shahbaz (Kabul),34.56726894,69.12094879
9,Kabul PD11 - Afsotar appartments,Male,2,56 and older,I prefer not to say,"Yes, some",I prefer not to say,No,,Other,Extreme impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.54875942,69.12075546
,Kabul PD11 - Qala-e-Najara,Male,2,26 - 35,Vocational training after Secondary / High School,No,"8001 - 10,000 AFN",No,None of the above,Other,Extreme impact,No payment made,Refusal of service,Filing a case with the courts,PD11,,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57718526,69.12065976
